1.000000 0.000183 0.000000 -1
0.999817 0.000183 0.000183 60
0.999633 0.000183 0.000259 142
0.999450 0.000183 0.000318 102
0.999266 0.000183 0.000367 140
0.999083 0.000183 0.000410 150
0.998899 0.000183 0.000449 137
0.998716 0.000183 0.000485 126
0.998532 0.000183 0.000519 124
0.998349 0.000183 0.000550 104
0.998165 0.000183 0.000580 40
0.997982 0.000183 0.000608 117
0.997799 0.000183 0.000635 147
0.997615 0.000183 0.000661 0
0.997432 0.000183 0.000686 5046
0.997248 0.000183 0.000711 119
0.997065 0.000183 0.000734 139
0.996881 0.000183 0.000756 65
0.996698 0.000183 0.000778 133
0.996514 0.000183 0.000800 111
0.996331 0.000183 0.000820 81
0.996147 0.000183 0.000841 51
0.995964 0.000183 0.000860 121
0.995781 0.000183 0.000880 62
0.995597 0.000183 0.000899 138
0.995414 0.000183 0.000917 4056
0.995230 0.000183 0.000935 105
0.995047 0.000183 0.000953 5409
0.994863 0.000183 0.000971 5446
0.994680 0.000367 0.001021 39
0.994496 0.000367 0.001038 136
0.994313 0.000367 0.001054 148
0.994130 0.000367 0.001070 128
0.993946 0.000367 0.001085 4876
0.993763 0.000367 0.001101 5034
0.993579 0.000367 0.001116 145
0.993396 0.000367 0.001131 32
0.993212 0.000367 0.001146 67
0.993029 0.000367 0.001189 5450
0.992845 0.000367 0.001231 1
0.992662 0.000367 0.001244 69
0.992478 0.000367 0.001258 23
0.992295 0.000367 0.001271 54
0.992112 0.000367 0.001284 18
0.991928 0.000367 0.001297 80
0.991745 0.000367 0.001310 5445
0.991561 0.000367 0.001323 86
0.991378 0.000367 0.001336 46
0.991194 0.000367 0.001348 56
0.991011 0.000367 0.001361 135
0.990827 0.000367 0.001373 107
0.990644 0.000367 0.001385 5251
0.990460 0.000367 0.001421 25
0.990277 0.000367 0.001433 109
0.990094 0.000367 0.001445 5416
0.989910 0.000367 0.001456 5268
0.989727 0.000367 0.001468 45
0.989543 0.000367 0.001479 71
0.989360 0.000367 0.001490 120
0.989176 0.000367 0.001502 106
0.988993 0.000367 0.001513 76
0.988809 0.000367 0.001524 55
0.988626 0.000367 0.001535 10
0.988442 0.000367 0.001546 47
0.988259 0.000367 0.001557 93
0.988076 0.000367 0.001567 61
0.987892 0.000367 0.001578 127
0.987709 0.000367 0.001589 8
0.987525 0.000367 0.001599 90
0.987342 0.000367 0.001610 3886
0.987158 0.000367 0.001620 100
0.986975 0.000367 0.001651 5378
0.986791 0.000367 0.001661 5303
0.986608 0.000367 0.001671 43
0.986425 0.000367 0.001701 5259
0.986241 0.000367 0.001711 72
0.986058 0.000367 0.001721 29
0.985874 0.000367 0.001731 53
0.985691 0.000367 0.001740 114
0.985507 0.000367 0.001750 22
0.985324 0.000367 0.001760 16
0.985140 0.000550 0.001825 3885
0.984957 0.000550 0.001835 5187
0.984773 0.000550 0.001844 9
0.984590 0.000550 0.001871 1934
0.984407 0.000550 0.001898 17
0.984223 0.000550 0.001906 3089
0.984040 0.000550 0.001915 34
0.983856 0.000550 0.001924 21
0.983673 0.000550 0.001933 5
0.983489 0.000550 0.001959 79
0.983306 0.000550 0.001967 41
0.983122 0.000550 0.001976 38
0.982939 0.000550 0.001984 66
0.982755 0.000550 0.001993 4978
0.982572 0.000550 0.002001 95
0.982389 0.000550 0.002010 44
0.982205 0.000550 0.002018 88
0.982022 0.000550 0.002026 73
0.981838 0.000550 0.002051 5035
0.981655 0.000550 0.002076 2903
0.981471 0.000550 0.002084 48
0.981288 0.000550 0.002092 30
0.981104 0.000550 0.002100 27
0.980921 0.000550 0.002108 50
0.980737 0.000550 0.002116 5420
0.980554 0.000550 0.002124 141
0.980371 0.000550 0.002132 98
0.980187 0.000550 0.002139 92
0.980004 0.000550 0.002163 115
0.979820 0.000550 0.002171 134
0.979637 0.000550 0.002178 20
0.979453 0.000550 0.002186 1536
0.979270 0.000550 0.002209 82
0.979086 0.000550 0.002217 125
0.978903 0.000550 0.002239 99
0.978720 0.000550 0.002262 1535
0.978536 0.000550 0.002269 97
0.978353 0.000550 0.002277 131
0.978169 0.000550 0.002284 146
0.977986 0.000550 0.002291 19
0.977802 0.000550 0.002299 144
0.977619 0.000550 0.002306 101
0.977435 0.000550 0.002313 87
0.977252 0.000550 0.002321 2482
0.977068 0.000550 0.002342 4139
0.976885 0.000550 0.002349 70
0.976702 0.000550 0.002371 4447
0.976518 0.000550 0.002392 49
0.976335 0.000550 0.002399 33
0.976151 0.000550 0.002406 37
0.975968 0.000550 0.002413 4385
0.975784 0.000550 0.002434 4085
0.975601 0.000550 0.002441 28
0.975417 0.000550 0.002448 75
0.975234 0.000550 0.002454 5404
0.975050 0.000550 0.002461 108
0.974867 0.000550 0.002468 118
0.974684 0.000550 0.002475 143
0.974500 0.000550 0.002495 881
0.974317 0.000550 0.002515 85
0.974133 0.000550 0.002522 11
0.973950 0.000550 0.002529 5410
0.973766 0.000550 0.002535 3
0.973583 0.000550 0.002542 132
0.973399 0.000550 0.002549 103
0.973216 0.000550 0.002568 3022
0.973032 0.000550 0.002575 110
0.972849 0.000550 0.002581 5449
0.972666 0.000550 0.002588 5271
0.972482 0.000550 0.002607 130
0.972299 0.000550 0.002614 116
0.972115 0.000550 0.002633 4560
0.971932 0.000550 0.002639 74
0.971748 0.000550 0.002646 68
0.971565 0.000550 0.002652 15
0.971381 0.000550 0.002671 77
0.971198 0.000550 0.002677 5435
0.971014 0.000550 0.002684 149
0.970831 0.000550 0.002702 6
0.970648 0.000550 0.002709 36
0.970464 0.000550 0.002715 5062
0.970281 0.000550 0.002746 2
0.970097 0.000550 0.002752 31
0.969914 0.000550 0.002782 4055
0.969730 0.000550 0.002812 5045
0.969547 0.000550 0.002818 2280
0.969363 0.000550 0.002836 178
0.969180 0.000550 0.002842 5425
0.968997 0.000550 0.002848 78
0.968813 0.000550 0.002854 123
0.968630 0.000550 0.002860 52
0.968446 0.000550 0.002889 24
0.968263 0.000550 0.002895 1126
0.968079 0.000550 0.002924 89
0.967896 0.000550 0.002952 129
0.967712 0.000550 0.002958 2888
0.967529 0.000550 0.002975 1630
0.967345 0.000550 0.002981 5326
0.967162 0.000734 0.003020 5423
0.966979 0.000734 0.003037 4629
0.966795 0.000734 0.003042 5441
0.966612 0.000734 0.003048 2968
0.966428 0.000734 0.003053 1550
0.966245 0.000734 0.003081 113
0.966061 0.000734 0.003086 1606
0.965878 0.000734 0.003102 5138
0.965694 0.000734 0.003108 42
0.965511 0.000734 0.003113 5327
0.965327 0.000734 0.003119 4159
0.965144 0.000734 0.003124 2051
0.964961 0.000734 0.003129 3599
0.964777 0.000734 0.003135 4989
0.964594 0.000734 0.003140 4460
0.964410 0.000734 0.003156 1873
0.964227 0.000734 0.003162 5186
